_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1158131,4152781,2017.0,2021.0,1964.0,PRIVATE,20,Scarborough Southwest,131 MINERVA AVE,6,83,2021-12-30,84,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,E2032,43.722060301400006,-79.2433036928,325466.841,4842265.24
1158132,4152780,2017.0,2021.0,1964.0,PRIVATE,20,Scarborough Southwest,121 MINERVA AVE,6,90,2021-12-30,87,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,E2032,43.7218512738,-79.2442216236,325392.95399999997,4842241.788
1158133,4152779,2017.0,2021.0,1968.0,PRIVATE,20,Scarborough Southwest,3207 KINGSTON RD,5,53,2021-12-30,73,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,E2037,43.7293849818,-79.2268912004,326786.54,4843083.157
1158134,4155561,2017.0,2021.0,1962.0,TCHC,20,Scarborough Southwest,1 FIRVALLEY CRT,12,115,2021-12-30,71,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,,E2028,43.7029523574,-79.28102862850001,322432.94800000003,4840133.711
1158135,4152791,2017.0,2021.0,1969.0,PRIVATE,20,Scarborough Southwest,3161 EGLINTON AVE E,12,166,2021-12-30,67,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,,3.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,,E2027,43.741827577200006,-79.221378358,327226.05199999997,4844466.914
1158136,4152790,2017.0,2021.0,1960.0,PRIVATE,20,Scarborough Southwest,3131 EGLINTON AVE E,7,82,2021-12-30,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,,E2027,43.741715689799996,-79.2228457117,327107.906,4844454.096
1158137,4152784,2017.0,2021.0,1967.0,PRIVATE,20,Scarborough Southwest,40 PARKCREST DR,12,100,2021-12-29,80,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2027,43.7353054239,-79.21998529380001,327340.686,4843742.709
1158138,4153625,2017.0,2021.0,1996.0,SOCIAL HOUSING,14,Toronto-Danforth,54 MARIGOLD AVE,4,29,2021-12-28,81,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,S1441,43.661996165699996,-79.33107610180001,318408.525,4835574.305
1158139,4155564,2017.0,2021.0,1970.0,TCHC,20,Scarborough Southwest,3479 ST CLAIR AVE E,8,94,2021-12-28,58,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,,4.0,E2030,43.7142950675,-79.2692166242,323381.434,4841396.427
1158140,4154119,2017.0,2021.0,1966.0,PRIVATE,14,Toronto-Danforth,100 GOWAN AVE,17,121,2021-12-28,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,S1421,43.6883007663,-79.3508994916,316804.549,4838493.588
1158141,4154118,2017.0,2021.0,1968.0,PRIVATE,14,Toronto-Danforth,80 GOWAN AVE,11,88,2021-12-28,90,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,S1421,43.6881568082,-79.351627018,316745.93,4838477.495
1158142,4156036,2017.0,2021.0,1996.0,SOCIAL HOUSING,14,Toronto-Danforth,17 RENWICK CRES,4,80,2021-12-24,66,Evaluation needs to be conducted in 2 years,16,2.0,4.0,5.0,1.0,3.0,2.0,,5.0,,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,,S1441,43.66049693,-79.33653651899999,317958.359,4835419.239
1158143,4153626,2017.0,2021.0,1995.0,TCHC,14,Toronto-Danforth,1167 QUEEN ST E,5,40,2021-12-24,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,S1441,43.6624909475,-79.3328836483,318262.632,4835628.983
1158144,4153605,2017.0,2021.0,1931.0,PRIVATE,14,Toronto-Danforth,9 TENNIS CRES,4,54,2021-12-24,85,Evaluation needs to be conducted in 2 years,15,4.0,5.0,5.0,4.0,3.0,4.0,,4.0,,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,4.0,,,S1428,43.6726051315,-79.35424759920001,316537.683,4836749.3889999995
1158145,4154124,2017.0,2021.0,1955.0,PRIVATE,14,Toronto-Danforth,65 GAMBLE AVE,6,48,2021-12-24,84,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,,S1421,43.689657175,-79.3516154158,316746.563,4838644.181
1158146,4154123,2017.0,2021.0,1960.0,PRIVATE,14,Toronto-Danforth,51 GAMBLE AVE,6,49,2021-12-24,78,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,3.0,4.0,4.0,,3.0,3.0,,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,S1421,43.6895687051,-79.35205503590001,316711.144,4838634.294
1158147,4153632,2017.0,2021.0,1993.0,TCHC,14,Toronto-Danforth,29 LOUVAIN AVE,4,51,2021-12-24,71,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,,,S1435,43.662543937399995,-79.3369204531,317937.063,4835634.227
1158148,4153620,2017.0,2021.0,1989.0,SOCIAL HOUSING,14,Toronto-Danforth,970 EASTERN AVE,4,14,2021-12-24,69,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,,4.0,S1442,43.6636837516,-79.32108185220001,319214.185,4835763.44
1158149,4153608,2017.0,2021.0,1972.0,TCHC,14,Toronto-Danforth,717 BROADVIEW AVE,8,69,2021-12-24,94,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,4.0,,5.0,4.0,4.0,S1428,43.6751635121,-79.3574685355,316277.466,4837033.163
1158150,4153621,2017.0,2021.0,1995.0,SOCIAL HOUSING,14,Toronto-Danforth,137 SEARS ST,3,17,2021-12-24,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,S1442,43.66303924899999,-79.32501186,318897.114,4835692.138
1158151,4269424,2017.0,2021.0,1950.0,SOCIAL HOUSING,14,Toronto-Danforth,793 GERRARD ST E,5,28,2021-12-23,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,5.0,3.0,3.0,5.0,,2.0,,,3.0,4.0,2.0,3.0,2.0,3.0,,3.0,2.0,,S1434,43.666764817200004,-79.3456335069,317233.48,4836101.799
1158152,4153633,2017.0,2021.0,1993.0,SOCIAL HOUSING,14,Toronto-Danforth,1070 QUEEN ST E,5,177,2021-12-23,86,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,S1435,43.6620660934,-79.3367847076,317948.115,4835581.161
1158153,4155277,2018.0,2021.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,323 PARK LAWN RD,5,48,2021-12-23,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,W0327,43.637199541099996,-79.493365223,305319.61,4832805.873
1158154,4270534,2017.0,2021.0,1981.0,PRIVATE,2,Etobicoke Centre,105 CLEMENT RD,7,195,2021-12-23,91,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,4.0,,4.0,5.0,5.0,4.0,5.0,4.0,,4.0,,5.0,W0221,43.680522919,-79.55416175,300417.27,4837621.239
1158155,4240826,2017.0,2021.0,1968.0,PRIVATE,13,Toronto Centre,240 WELLESLEY ST E,29,554,2021-12-23,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,,S1323,43.6680679061,-79.3717553706,315147.721,4836236.53
1158156,4152596,2017.0,2021.0,1964.0,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2021-12-23,60,Evaluation needs to be conducted in 1 year,19,2.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,E2028,43.705953312,-79.279044598,322591.70399999997,4840468.483
1158157,4153615,2017.0,2021.0,1978.0,TCHC,14,Toronto-Danforth,80 DANFORTH AVE,5,131,2021-12-23,78,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,,3.0,S1424,43.67633044270001,-79.3597559522,316092.805,4837162.489
1158158,4155483,2017.0,2021.0,1950.0,PRIVATE,3,Etobicoke-Lakeshore,26 ALBERT AVE,3,23,2021-12-21,84,Evaluation needs to be conducted in 2 years,14,5.0,4.0,5.0,5.0,5.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,,,W0336,43.616241601700004,-79.48927189850001,305650.222,4830477.596
1158159,4152560,2017.0,2021.0,1970.0,PRIVATE,20,Scarborough Southwest,2440 QUEEN ST E,6,24,2021-12-20,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2033,43.6751742383,-79.2785094053,322644.203,4837048.226
1158160,4327367,2018.0,2021.0,1949.0,PRIVATE,6,York Centre,12 ROSSEAU RD,3,11,2021-12-20,76,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,4.0,4.0,,2.0,,,4.0,5.0,5.0,5.0,3.0,4.0,,5.0,3.0,,N0629,43.742014423,-79.4373039157,309843.087,4844439.041
1158161,4152677,2017.0,2021.0,1992.0,SOCIAL HOUSING,20,Scarborough Southwest,835-841 BIRCHMOUNT RD,6,102,2021-12-20,78,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,E2023,43.72941570810001,-79.2774083068,322716.837,4843074.44
1158162,4152578,2017.0,2021.0,1964.0,PRIVATE,20,Scarborough Southwest,2 NORTH DR,4,65,2021-12-20,78,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,4.0,3.0,,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,E2033,43.6861001378,-79.2821331164,322348.881,4838261.291
1158163,4167691,2017.0,2021.0,1960.0,PRIVATE,6,York Centre,2956 KEELE ST,3,11,2021-12-20,73,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,5.0,,,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0627,43.735513831999995,-79.484593132,306025.356,4843729.057
1158164,4152573,2017.0,2021.0,1971.0,PRIVATE,20,Scarborough Southwest,1140 KINGSTON RD,5,34,2021-12-20,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,E2033,43.681743847,-79.2813013982,322417.201,4837777.498
1158165,4155806,2017.0,2021.0,1950.0,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2021-12-20,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
1158166,4155805,2017.0,2021.0,1950.0,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2021-12-20,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,2.0,3.0,,4.0,,3.0,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
1158167,4156385,2017.0,2021.0,1940.0,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2021-12-20,53,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,5.0,3.0,2.0,2.0,,3.0,3.0,,E2034,43.688423918000005,-79.269500963,323393.784,4838549.187
1158168,4154643,2017.0,2021.0,1964.0,PRIVATE,6,York Centre,3 GOLDFINCH CRT,15,172,2021-12-20,74,Evaluation needs to be conducted in 2 years,19,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,,N0624,43.7710438597,-79.4492292912,308871.972,4847676.448
1158169,4152619,2017.0,2021.0,1956.0,PRIVATE,20,Scarborough Southwest,23 ENGELHART CRES,3,11,2021-12-20,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2021,43.722388403800004,-79.2991027155,320971.04,4842289.348
1158170,4331737,,2021.0,1954.0,PRIVATE,20,Scarborough Southwest,2511 GERRARD ST E,3,11,2021-12-20,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,E2033,43.6873957416,-79.2836217678,322228.49100000004,4838404.904
1158171,4152666,2020.0,2021.0,1958.0,PRIVATE,20,Scarborough Southwest,115 FOXRIDGE DR,3,10,2021-12-20,69,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,E2023,43.7234871181,-79.2660288594,323635.43,4842418.318
1158172,4152618,2017.0,2021.0,1956.0,PRIVATE,20,Scarborough Southwest,19 ENGELHART CRES,3,11,2021-12-20,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2021,43.722183084099996,-79.2995646388,320933.87899999996,4842266.448
1158173,4154616,2017.0,2021.0,1993.0,TCHC,6,York Centre,750 WILSON HEIGHTS BLVD,4,79,2021-12-20,86,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,,4.0,3.0,5.0,5.0,4.0,5.0,,5.0,4.0,5.0,N0624,43.7599025231,-79.4643820727,307652.61,4846438.066000001
1158174,4156379,2017.0,2021.0,1940.0,PRIVATE,20,Scarborough Southwest,1449 KINGSTON RD,3,14,2021-12-20,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,2.0,2.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,2.0,2.0,,3.0,3.0,,E2034,43.687794468,-79.270325262,323298.75800000003,4838460.592
1158175,4156035,2017.0,2021.0,1940.0,PRIVATE,20,Scarborough Southwest,1463 KINGSTON RD,3,14,2021-12-20,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,,E2034,43.687961103999996,-79.269766888,323354.61100000003,4838512.321
1158176,4155224,2017.0,2021.0,1965.0,PRIVATE,3,Etobicoke-Lakeshore,800 ROYAL YORK RD,6,60,2021-12-17,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,5.0,3.0,,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,,,W0325,43.638794444,-79.508763602,304076.947,4832984.053
1158177,4154699,2017.0,2021.0,1959.0,PRIVATE,6,York Centre,35 CANYON AVE,21,237,2021-12-17,84,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0624,43.757997709499996,-79.43691777560001,309864.19800000003,4846227.739
1158178,4154628,2017.0,2021.0,1965.0,PRIVATE,6,York Centre,18 CEDARCROFT BLVD,12,117,2021-12-17,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0622,43.7839479718,-79.4474754127,309012.262,4849110.129
1158179,4154626,2017.0,2021.0,1965.0,PRIVATE,6,York Centre,15 ROCKFORD RD,12,117,2021-12-17,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,,N0622,43.784966077200004,-79.4478362845,308983.144,4849223.218
1158180,4154632,2017.0,2021.0,1964.0,PRIVATE,6,York Centre,12 ROCKFORD RD,13,128,2021-12-17,98,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,N0622,43.786076743500004,-79.447735502,308991.179,4849346.616
1158181,4154694,2017.0,2021.0,1961.0,PRIVATE,6,York Centre,569 SHEPPARD AVE W,13,144,2021-12-17,88,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,N0630,43.7553047616,-79.436948304,309861.967,4845928.563
1158182,4167687,2017.0,2021.0,1948.0,TCHC,13,Toronto Centre,260 SUMACH ST,3,48,2021-12-16,66,Evaluation needs to be conducted in 2 years,16,2.0,4.0,5.0,2.0,2.0,3.0,,3.0,,,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,S1330,43.66223715,-79.361553726,315950.172,4835597.5
1158183,4154130,2017.0,2021.0,1965.0,PRIVATE,14,Toronto-Danforth,50 COSBURN AVE,12,173,2021-12-15,82,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,,S1421,43.6891373921,-79.3519022582,316723.54600000003,4838586.397
1158184,4154111,2017.0,2021.0,1962.0,PRIVATE,14,Toronto-Danforth,25 COSBURN AVE,22,129,2021-12-15,82,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1421,43.6881435504,-79.3536043403,316586.531,4838475.75
1158185,4155217,2017.0,2021.0,1960.0,PRIVATE,3,Etobicoke-Lakeshore,270 SHELDON AVE,6,74,2021-12-15,74,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,3.0,4.0,4.0,,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,W0331,43.609210519399994,-79.54621078939999,301054.105,4829697.381
1158186,4152613,2017.0,2021.0,1960.0,PRIVATE,20,Scarborough Southwest,540 BIRCHMOUNT RD,4,27,2021-12-15,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,3.0,4.0,,5.0,,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,E2029,43.7107990699,-79.2702992344,323295.275,4841007.788
1158187,4303769,2018.0,2021.0,1968.0,PRIVATE,2,Etobicoke Centre,63 CALLOWHILL DR,10,112,2021-12-14,60,Evaluation needs to be conducted in 1 year,19,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,W0221,,,299662.554,4837921.687
1158188,4155218,2017.0,2021.0,1982.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,256 SHELDON AVE,7,76,2021-12-14,84,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,4.0,5.0,W0331,43.6084801152,-79.5465065872,301030.182,4829616.243
1158189,4152569,2017.0,2021.0,1960.0,PRIVATE,20,Scarborough Southwest,1711 KINGSTON RD,3,18,2021-12-13,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,3.0,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,,E2034,43.692233898199994,-79.2630193825,323887.837,4838946.94
